Model Year,Mfr Name,Division,Carline,Verify Mfr Cd,Index (Model Type Index),Eng Displ,# Cyl,Trans as listed in FE Guide (derived from col AA thru AF),City FE (Guide) - Conventional Fuel,Hwy FE (Guide) - Conventional Fuel,Comb FE (Guide) - Conventional Fuel,City Unadj FE - Conventional Fuel,Hwy Unadj FE - Conventional Fuel,Comb Unadj FE - Conventional Fuel,City Unrd Adj FE - Conventional Fuel,Hwy Unrd Adj FE - Conventional Fuel,Comb Unrd Adj FE - Conventional Fuel,Guzzler? ,Air Aspir Method,Air Aspiration Method Desc,Trans,Trans Desc,"Trans, Other",# Gears,Lockup Torque Converter,Trans Creeper Gear,Drive Sys,Drive Desc,Max Ethanol % - Gasoline,Max Biodiesel %,Range1 - Model Type Driving Range - Conventional Fuel,Fuel Usage  - Conventional Fuel,Fuel Usage Desc - Conventional Fuel,Fuel Unit - Conventional Fuel,Fuel Unit Desc - Conventional Fuel,Gas Guzzler Exempt (Where Truck = 1975 NHTSA truck definition),Gas Guzzler Exempt Desc (Where Truck = 1975 NHTSA truck definition),2Dr Pass Vol,2Dr Lugg Vol,4Dr Pass Vol,4Dr Lugg Vol,Htchbk Pass Vol,Htchbk Lugg Vol,Annual Fuel1 Cost - Conventional Fuel,EPA Calculated Annual Fuel Cost - Conventional Fuel -----  Annual fuel cost error. Please revise Verify. ,City2 FE (Guide) - Alternative Fuel,Hwy2 Fuel FE (Guide) - Alternative Fuel,Comb2 Fuel FE (Guide) - Alternative Fuel,City2 Unadj FE - Alternative Fuel,Hwy2 Unadj FE - Alternative Fuel,Comb2 Unadj FE - Alternative Fuel,City2 Unrd Adj FE - Alternative Fuel,Hwy2 Unrd Adj FE - Alternative Fuel,Cmb2 Unrd Adj FE - Alternative Fuel, Range2 - Alt Fuel Model Typ Driving Range - Alternative Fuel, Fuel2 Usage - Alternative Fuel, Fuel2 Usage Desc - Alternative Fuel,Fuel2 Unit - Alternative Fuel,Fuel2 Unit Desc - Alternative Fuel,Fuel2 Annual Fuel Cost - Alternative Fuel,City CO2 Rounded Adjusted - Fuel2,Hwy CO2 Rounded Adjusted - Fuel2,Comb CO2 Rounded Adjusted - Fuel2,Fuel2 EPA Calculated Annual Fuel Cost - Alternative Fuel,Descriptor - Model Type (40 Char or less),Intake Valves Per Cyl,Exhaust Valves Per Cyl,Carline Class,Carline Class Desc,Car/Truck Category - Cash for Clunkers Bill.,Calc Approach Desc,Release Date,EPA FE Label Dataset ID,,Unique Label?,Label Recalc?,Relabel,Relabel Desc,Suppressed?,Police/Emerg?,Comments - Mfr Eng Cnfg,Cyl Deact?,Cyl Deact Desc,Var Valve Timing?,Var Valve Timing Desc,Var Valve Lift?,Var Valve Lift Desc,Energy Storage Device Desc,"Energy Storage Device,If Other",# Batteries,Battery Type Desc,"Battery Type, If Other",Total Voltage for Battery Pack(s),Batt Energy Capacity (Amp-hrs),Batt Specific Energy (Watt-hr/kg),Batt Charger Type Desc,Comments,# Capacitors,Regen Braking Type Desc,"Regen Braking Type, If Other","Regen Braking Wheels Source (Front, Rear, Both)",Driver Cntrl Regen Braking?,Fuel Cell Desc,Usable H2 Fill Capacity (kg),Fuel Cell Onboard H2 Capacity (kg),HEV-EV Comments,# Drive Motor Gen,Motor Gen Type Desc,"Motor Gen Type, If Other",Rated Motor Gen Power (kW),Fuel Metering Type 1 Desc,Fuel Metering Type 2 Desc,Fuel Metering Sys Cd,Fuel Metering Sys Desc,Fuel Cell Vehicle (Y or N),Off Board Charge Capable (Y or N),Camless Valvetrain (Y or N),Oil Viscosity,Stop/Start System (Engine Management System) Code,Stop/Start System (Engine Management System)  Description,Model Type Desc (MFR entered),Charge Depleting Calc Appr Code (PHEV only),Charge Depleting Calc Appr Desc (PHEV only),Charge Sustaining Calc Appr Code (PHEV only),Charge Sustaining Calc Appr Desc (PHEV only),EPA Calculated Annual Fuel Cost,EPA Calculated Gas Guzzler MPG,MFR Calculated Gas Guzzler MPG ,EPA Calculated Gas Guzzler Indicator (Y or N),,FE Rating (1-10 rating on Label),GHG Rating (1-10 rating on Label),GHG 1-10 rating on Ethanol (EPA Determined),#1 Smog Rating Test Group,#1 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 1),#1 EPA Smog Rating (EPA Smog 1-10 Rating on Label for Test Group 1),SmartWay1 (EPA-derived SmartWay rating for Test Group 1),#2 Smog Rating Test Group,#2 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 2),#2 EPA Smog Rating (EPA Smog 1-10 Rating on Label for Test Group 2),SmartWay2 (EPA-derived SmartWay rating for Test Group 2),#3 Smog Rating Test Group,#3 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 3),#3 EPA Smog Rating (EPA Smog 1-10 Rating on Label for Test Group 3),SmartWay3 (EPA-derived SmartWay rating for Test Group 3),#4 Smog Rating Test Group,#4 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 4),#4 EPA Smog Rating (EPA Smog 1-10 Rating on Label for Test Group 4),SmartWay4 (EPA-derived SmartWay rating for Test Group 4),$ You Save over 5 years (amount saved in fuel costs over 5 years - on label) ,$ You Spend over 5 years (increased amount spent in fuel costs over 5 years - on label) ,City CO2 Rounded Adjusted,Hwy CO2 Rounded Adjusted,Comb CO2 Rounded Adjusted (as shown on FE Label),CO2-PHEV Composite Rounded Adjusted Combined CO2,240V Charge Time at 240 volts (hours),120V Charge time at 120 Volts (hours),PHEV Total Driving Range (rounded to nearest 10 miles)DISTANCE,City PHEV Composite MPGe,Hwy PHEV Composite MPGe,Comb PHEV Composite MPGe
2014,General Motors,Buick,VERANO,GMX,350,2.4,4,Auto(S6),21,32,25,26.3000,44.5000,32.2322,20.7706,31.6089,24.5602,,NA,Naturally Aspirated,SA,Semi-Automatic,,6,Y,N,F,"2-Wheel Drive, Front",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,91,14,,,2100,2100,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,4,Compact Cars,car,Derived 5-cycle label,6/15/2013,13523,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W30,N,No,,,,,,,,32.5,,,6,6,,EGMXJ02.4199,6,,,,,,,,,,,,,,,1000,,426,280,361,,,,,,,
2014,General Motors,Cadillac,ATS,GMX,429,2.0,4,Auto(S6),21,31,24,26.3000,43.6000,32.0168,20.7706,30.9969,24.3918,,TC,Turbocharged,SA,Semi-Automatic,,6,Y,N,R,"2-Wheel Drive, Rear",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,91,10,,,2200,2200,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,4,Compact Cars,car,Derived 5-cycle label,6/1/2013,13611,,N,N,,,N,N,,N,,Y,CAM PHASER,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W30,N,No,,,,,,,,32.2,,,6,6,,EGMXV02.0021,6,,,,,,,,,,,,,,,500,,428,287,364,,,,,,,
2014,General Motors,Cadillac,ATS,GMX,428,2.0,4,Manual(M6),19,30,23,24.4000,41.8000,30.0241,19.3648,29.7696,22.9789,,TC,Turbocharged,M,Manual,,6,N,N,R,"2-Wheel Drive, Rear",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,91,10,,,2300,2300,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,4,Compact Cars,car,Derived 5-cycle label,6/13/2013,14014,,N,N,,,N,N,,N,,Y,CAM PHASER,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W30,N,No,,,,,,,,30.2,,,6,6,,EGMXV02.0021,6,,,,,,,,,,,,,,,0,,459,299,387,,,,,,,
2014,General Motors,Cadillac,ATS,GMX,188,2.5,4,Auto(S6),22,33,26,28.5000,45.9000,34.3617,22.3814,32.5588,26.0450,,NA,Naturally Aspirated,SA,Semi-Automatic,,6,Y,N,R,"2-Wheel Drive, Rear",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,91,10,,,2000,2000,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,4,Compact Cars,car,Derived 5-cycle label,6/1/2013,13588,,N,N,,,N,N,,N,,Y,CAM PHASER,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W30,N,No,,,,,,,,34.6,,,7,7,,EGMXJ02.5150,7,,,EGMXV02.5001,6,,,,,,,,,,,1500,,396,274,341,,,,,,,
2014,General Motors,Cadillac,ATS,GMX,469,3.6,6,Auto(S6),18,28,22,23.1000,39.0000,28.2902,18.3949,27.8519,21.7125,,NA,Naturally Aspirated,SA,Semi-Automatic,,6,Y,N,R,"2-Wheel Drive, Rear",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,91,10,,,2400,2400,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,4,Compact Cars,car,Derived 5-cycle label,6/13/2013,13942,,N,N,,,N,N,,N,,Y,CAM PHASER,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W30,N,No,,,,,,,,28.5,,,5,5,,EGMXV03.6048,7,,,EGMXJ03.6165,6,,,,,,,,,,,,500,484,319,410,,,,,,,
2014,General Motors,Cadillac,ATS AWD,GMX,356,2.0,4,Auto(S6),20,29,23,25.1000,40.6000,30.3066,19.8843,28.9490,23.1457,,TC,Turbocharged,SA,Semi-Automatic,,6,Y,N,A,All Wheel Drive,10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,91,10,,,2300,2300,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,4,Compact Cars,car,Derived 5-cycle label,6/13/2013,13912,,N,N,,,N,N,,N,,Y,CAM PHASER,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W30,N,No,,,,,,,,30.5,,,6,6,,EGMXV02.0021,6,,,,,,,,,,,,,,,0,,447,307,384,,,,,,,
2014,General Motors,Cadillac,ATS AWD,GMX,261,3.6,6,Auto(S6),18,26,21,22.5000,36.3000,27.1436,17.9451,25.9926,20.8500,,NA,Naturally Aspirated,SA,Semi-Automatic,,6,Y,N,A,All Wheel Drive,10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,91,10,,,2500,2500,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,4,Compact Cars,car,Derived 5-cycle label,6/13/2013,13955,,N,N,,,N,N,,N,,Y,CAM PHASER,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W30,N,No,,,,,,,,27.3,,,5,5,,EGMXV03.6048,7,,,EGMXJ03.6165,6,,,,,,,,,,,,1000,496,342,427,,,,,,,
2014,General Motors,Chevrolet,CAMARO,GMX,210,3.6,6,Auto(A6),19,30,22,23.4000,41.9000,29.2021,18.6193,29.8379,22.4111,,NA,Naturally Aspirated,A,Automatic,,6,Y,N,R,"2-Wheel Drive, Rear",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,93,11,,,,,2400,2400,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,4,Compact Cars,car,Derived 5-cycle label,6/13/2013,13621,,N,N,,,N,N,,N,,Y,CAM PHASER,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W30,N,No,,,,,,,,29.4,,,5,5,,EGMXJ03.6165,6,,,,,,,,,,,,,,,,500,477,298,397,,,,,,,
2014,General Motors,Chevrolet,CAMARO,GMX,454,3.6,6,Auto(S6),18,27,21,22.3956,37.8799,27.4438,17.8666,27.0818,21.0970,,NA,Naturally Aspirated,SA,Semi-Automatic,,6,Y,N,R,"2-Wheel Drive, Rear",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,93,11,,,,,2500,2500,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,4,Compact Cars,car,Derived 5-cycle label,6/13/2013,13774,,N,N,,,N,N,,N,,Y,CAM PHASER,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W30,N,No,,,,,,,,27.6,,,5,5,,EGMXJ03.6165,6,,,,,,,,,,,,,,,,1000,497,328,421,,,,,,,
2014,General Motors,Chevrolet,CAMARO,GMX,249,3.6,6,Manual(M6),17,28,20,20.7609,38.5184,26.1953,16.6332,27.5210,20.2357,,NA,Naturally Aspirated,M,Manual,,6,N,N,R,"2-Wheel Drive, Rear",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,93,11,,,,,2600,2600,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,4,Compact Cars,car,Derived 5-cycle label,6/13/2013,13620,,N,N,,,N,N,,N,,Y,CAM PHASER,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W30,N,No,,,,,,,,26.4,,,5,5,,EGMXJ03.6165,6,,,,,,,,,,,,,,,,1500,534,323,439,,,,,,,
2014,General Motors,Chevrolet,CAMARO,GMX,181,6.2,8,Auto(S6),15,24,18,19.1383,33.5801,23.7310,15.3985,24.1097,18.3883,,NA,Naturally Aspirated,SA,Semi-Automatic,,6,Y,N,R,"2-Wheel Drive, Rear",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,93,11,,,,,2900,2900,,,,,,,,,,,,,,,,,,,,,1,1,4,Compact Cars,car,Derived 5-cycle label,6/13/2013,13769,,N,N,,,N,N,Active Fuel Management (AFM),Y,Active Fuel Management,Y,cam phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W30,N,No,,,,,,,,23.9,,,4,4,,EGMXV06.2089,6,,,,,,,,,,,,,,,,3000,576,369,483,,,,,,,
2014,General Motors,Chevrolet,CAMARO,GMX,329,6.2,8,Auto(S6),12,18,14,14.6011,24.9661,17.9556,11.8893,18.0789,14.0546,G,SC,Supercharged,SA,Semi-Automatic,,6,Y,N,R,"2-Wheel Drive, Rear",10,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,93,11,,,,,4000,4000,,,,,,,,,,,,,,,,,,,,,1,1,4,Compact Cars,car,Derived 5-cycle label,7/15/2013,13429,,N,N,,,N,N,,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W30,N,No,,,,,,,,18.1,,,2,2,,EGMXV07.0088,5,,,,,,,,,,,,,,,,8500,745,489,630,,,,,,,
2014,General Motors,Chevrolet,CAMARO,GMX,325,6.2,8,Manual(M6),14,19,16,17.4000,26.0000,20.4428,14.0639,18.8082,15.8647,G,SC,Supercharged,M,Manual,,6,N,N,R,"2-Wheel Drive, Rear",10,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,93,11,,,,,3500,3500,,,,,,,,,,,,,,,,,,,,,1,1,4,Compact Cars,car,Derived 5-cycle label,7/15/2013,13423,,N,N,,,N,N,,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W30,N,No,,,,,,,,20.6,,,3,3,,EGMXV07.0088,5,,,,,,,,,,,,,,,,6000,630,471,558,,,,,,,
2014,General Motors,Chevrolet,CAMARO,GMX,460,6.2,8,Manual(M6),16,24,19,19.4690,33.1351,23.9058,15.6510,23.8006,18.5019,,NA,Naturally Aspirated,M,Manual,,6,N,N,R,"2-Wheel Drive, Rear",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,93,11,,,,,2750,2750,,,,,,,,,,,,,,,,,,,,,1,1,4,Compact Cars,car,Derived 5-cycle label,6/13/2013,13770,,N,N,,,N,N,,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W30,N,No,,,,,,,,24.1,,,4,4,,EGMXV06.2089,6,,,,,,,,,,,,,,,,2250,568,373,480,,,,,,,
2014,General Motors,Chevrolet,CAMARO,GMX,120,7.0,8,Manual(M6),13,19,15,16.0000,26.5000,19.4719,12.9802,19.1604,15.1841,G,NA,Naturally Aspirated,M,Manual,,6,N,N,R,"2-Wheel Drive, Rear",10,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,93,11,,,,,3750,3750,,,,,,,,,,,,,,,,,,,,Z/28,1,1,4,Compact Cars,car,Derived 5-cycle label,3/31/2014,15380,,N,N,,,N,N,,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W30,N,No,,,,,,,,19.6,,,2,2,,EGMXV07.0088,5,,,,,,,,,,,,,,,,7250,680,463,582,,,,,,,
2014,General Motors,Chevrolet,SONIC,GMX,373,1.4,4,Auto(S6),27,37,31,34.8000,51.9000,40.8578,26.8952,36.6005,30.5393,,TC,Turbocharged,SA,Semi-Automatic,,6,Y,N,F,"2-Wheel Drive, Front",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,91,12,,,1700,1700,,,,,,,,,,,,,,,,,,,,,2,2,4,Compact Cars,car,Derived 5-cycle label,7/11/2013,14411,,N,N,,,N,N,Sonic 1.4L,N,,Y,Cam Phasing,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W30,N,No,,,,,,,,43.4,,,8,8,,EGMXV01.8011,6,,,,,,,,,,,,,,,3000,,330,243,291,,,,,,,
2014,General Motors,Chevrolet,SONIC,GMX,366,1.4,4,Manual(M6),29,40,33,37.1000,56.8000,43.9612,28.5076,39.8665,32.7003,,TC,Turbocharged,M,Manual,,6,N,N,F,"2-Wheel Drive, Front",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,91,12,,,1600,1600,,,,,,,,,,,,,,,,,,,,,2,2,4,Compact Cars,car,Derived 5-cycle label,7/11/2013,14417,,N,N,,,N,N,Sonic 1.4L,N,,Y,Cam Phasing,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W30,N,No,,,,,,,,46.7,,,8,8,,EGMXV01.8011,6,,,,,,,,,,,,,,,3500,,310,223,271,,,,,,,
2014,General Motors,Chevrolet,SONIC,GMX,407,1.8,4,Auto(S6),25,35,28,31.4345,49.7376,37.6730,24.5018,35.1493,28.3689,,NA,Naturally Aspirated,SA,Semi-Automatic,,6,Y,N,F,"2-Wheel Drive, Front",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,91,12,,,1900,1900,,,,,,,,,,,,,,,,,,,,,2,2,4,Compact Cars,car,Derived 5-cycle label,6/13/2013,13674,,N,N,,,N,N,PZEV 1.8L Cruze and Sonic,N,,Y,Cam Phasing,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W30,N,No,,,,,,,,40.0,,,7,7,,EGMXV01.8011,6,,,EGMXV01.8031,7,,,,,,,,,,,2000,,362,253,313,,,,,,,
2014,General Motors,Chevrolet,SONIC,GMX,403,1.8,4,Manual(M5),26,35,30,33.9000,49.2000,39.4158,26.2591,34.7875,29.5152,,NA,Naturally Aspirated,M,Manual,,5,N,N,F,"2-Wheel Drive, Front",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,91,12,,,1750,1750,,,,,,,,,,,,,,,,,,,,,2,2,4,Compact Cars,car,Derived 5-cycle label,6/27/2013,14227,,N,N,,,N,N,PZEV 1.8L Cruze and Sonic,N,,Y,Cam Phasing,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W30,N,No,,,,,,,,41.9,,,8,8,,EGMXV01.8011,6,,,EGMXV01.8031,7,,,,,,,,,,,2750,,338,255,301,,,,,,,
2014,General Motors,Chevrolet,SONIC RS,GMX,425,1.4,4,Auto(S6),25,33,28,32.1000,47.7000,37.6394,24.9783,33.7762,28.2949,,TC,Turbocharged,SA,Semi-Automatic,,6,Y,N,F,"2-Wheel Drive, Front",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,91,12,,,1900,1900,,,,,,,,,,,,,,,,,,,,,2,2,4,Compact Cars,car,Derived 5-cycle label,7/11/2013,14416,,N,N,,,N,N,Sonic 1.4L,N,,Y,Cam Phasing,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W30,N,No,,,,,,,,38.2,,,7,7,,EGMXV01.8011,6,,,,,,,,,,,,,,,2000,,356,263,314,,,,,,,
2014,General Motors,Chevrolet,SONIC RS,GMX,418,1.4,4,Manual(M6),27,34,30,35.0000,48.0000,39.8577,27.0361,33.9787,29.7736,,TC,Turbocharged,M,Manual,,6,N,N,F,"2-Wheel Drive, Front",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,91,12,,,1750,1750,,,,,,,,,,,,,,,,,,,,,2,2,4,Compact Cars,car,Derived 5-cycle label,7/11/2013,14410,,N,N,,,N,N,Sonic 1.4L,N,,Y,Cam Phasing,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W30,N,No,,,,,,,,40.5,,,8,8,,EGMXV01.8011,6,,,,,,,,,,,,,,,2750,,327,261,298,,,,,,,
2014,Chrysler Group LLC,Chrysler,200 Convertible,CRX,17,2.4,4,Auto(A6),18,29,22,22.8000,40.9000,28.4695,18.2000,29.2000,21.9000,,NA,Naturally Aspirated,A,Automatic,,6,Y,N,F,"2-Wheel Drive, Front",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,88,13,,,,,2400,2400,,,,,,,,,,,,,,,,,,,,,2,2,4,Compact Cars,car,Derived 5-cycle label,8/5/2013,14367,,N,N,,,N,N,,N,,Y,Cam phasers,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W-20,N,No,,,,,,,,28.7,,,5,5,,ECRXJ02.45P1,6,,,,,,,,,,,,,,,,500,489,304,406,,,,,,,
2014,Chrysler Group LLC,Chrysler,200 Convertible,CRX,43,3.6,6,Auto(A6),19,29,22,23.7000,40.5000,29.1393,18.8433,28.8705,22.3366,,NA,Naturally Aspirated,A,Automatic,,6,Y,N,F,"2-Wheel Drive, Front",85,,370,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,88,13,,,,,2400,2400,14,21,16,17.1,29.2,21.0196,13.8324,21.056,16.3577,275,E,Ethanol (E85),MPG,miles per gallon,2900,449,294,379,2900,FFV; ,2,2,4,Compact Cars,car,Derived 5-cycle label,8/5/2013,14381,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W-20,N,No,,,,,,,,29.4,,,5,5,6,ECRXJ03.65PA,6,,,,,,,,,,,,,,,,500,470,307,397,,,,,,,
2014,Ford Motor Company,Ford,Fiesta ST FWD,FMX,277,1.6,4,Manual(M6),26,35,29,34.0000,48.9000,39.4028,26.3299,34.5855,29.4985,,TC,Turbocharged,M,Manual,,6,N,N,F,"2-Wheel Drive, Front",15,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,,,85,15,1800,1800,,,,,,,,,,,,,,,,,,,,"SIDI; Under EPA regulations, the manufacturer revised the fuel economy label values on . Previous values were XX MPG city, XX MPG highway, and XX MPG combined; ",2,2,4,Compact Cars,car,Derived 5-cycle label,6/20/2014,16144,,N,Y,RL,Relabel - label value decreased,N,N,,N,,Y,Intake / Exhaust,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W20 GF-5,N,No,,,,,,,,40.0,,,7,7,,EFMXV01.6VDD,6,,,,,,,,,,,,,,,2500,,337,257,301,,,,,,,
2014,Ford Motor Company,Ford,FOCUS FWD,FMX,416,2.0,4,Auto(AM6),27,37,31,35.2000,52.4000,41.3005,27.1769,36.9352,30.8439,,NA,Naturally Aspirated,AM,Automated Manual,,6,Y,N,F,"2-Wheel Drive, Front",15,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,90,13,90,23,1700,1700,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,4,Compact Cars,car,Derived 5-cycle label,7/8/2013,14186,,N,N,,,N,N,2014 MY 2.0L Focus (PZEV),N,,Y,VVT,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W-20 GF-5,N,No,,,,,,,,42.0,,,8,8,,EFMXV02.0VZ2,7,,,,,,,,,,,,,,,3000,,328,241,289,,,,,,,
2014,Ford Motor Company,Ford,FOCUS FWD,FMX,417,2.0,4,Auto(S6),27,37,31,35.1493,52.3560,41.2498,27.1412,36.9057,30.8094,,NA,Naturally Aspirated,SA,Semi-Automatic,,6,Y,N,F,"2-Wheel Drive, Front",15,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,90,13,90,23,1700,1700,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,4,Compact Cars,car,Derived 5-cycle label,7/8/2013,14187,,N,N,,,N,N,2014 MY 2.0L Focus (PZEV),N,,Y,VVT,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W-20 GF-5,N,No,,,,,,,,41.9,,,8,8,,EFMXV02.0VZ2,7,,,,,,,,,,,,,,,3000,,328,241,289,,,,,,,
2014,Ford Motor Company,Ford,FOCUS FWD,FMX,418,2.0,4,Manual(M5),26,36,30,33.5000,50.4000,39.4532,25.9755,35.5945,29.5716,,NA,Naturally Aspirated,M,Manual,,5,N,N,F,"2-Wheel Drive, Front",15,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,90,13,90,23,1750,1750,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,4,Compact Cars,car,Derived 5-cycle label,7/8/2013,14092,,N,N,,,N,N,2014 MY 2.0L Focus (PZEV),N,,Y,VVT,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W-20 GF-5,N,No,,,,,,,,40.1,,,8,8,,EFMXV02.0VZ2,7,,,,,,,,,,,,,,,2750,,342,249,300,,,,,,,
2014,Ford Motor Company,Ford,FOCUS FWD,FMX,424,2.0,4,Manual(M6),23,32,26,29.5000,44.9000,34.8841,23.1075,31.8805,26.3734,,TC,Turbocharged,M,Manual,,6,N,N,F,"2-Wheel Drive, Front",15,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,90,13,90,23,2000,2000,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,4,Compact Cars,car,Derived 5-cycle label,7/8/2013,14207,,N,N,,,N,N,2014 MY 2.0L Focus ST,N,,Y,Hydraulic Activated VCT,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,"5W-30, GF-5",N,No,,,,,,,,35.1,,,7,7,,EFMXV02.0VER,5,,,,,,,,,,,,,,,1500,,384,279,337,,,,,,,
