Model Year,Mfr Name,Division,Carline,Verify Mfr Cd,Index (Model Type Index),Eng Displ,# Cyl,Trans as listed in FE Guide (derived from col AA thru AF),City FE (Guide) - Conventional Fuel,Hwy FE (Guide) - Conventional Fuel,Comb FE (Guide) - Conventional Fuel,City Unadj FE - Conventional Fuel,Hwy Unadj FE - Conventional Fuel,Comb Unadj FE - Conventional Fuel,City Unrd Adj FE - Conventional Fuel,Hwy Unrd Adj FE - Conventional Fuel,Comb Unrd Adj FE - Conventional Fuel,Guzzler? ,Air Aspir Method,Air Aspiration Method Desc,Trans,Trans Desc,"Trans, Other",# Gears,Lockup Torque Converter,Trans Creeper Gear,Drive Sys,Drive Desc,Max Ethanol % - Gasoline,Max Biodiesel %,Range1 - Model Type Driving Range - Conventional Fuel,Fuel Usage  - Conventional Fuel,Fuel Usage Desc - Conventional Fuel,Fuel Unit - Conventional Fuel,Fuel Unit Desc - Conventional Fuel,Gas Guzzler Exempt (Where Truck = 1975 NHTSA truck definition),Gas Guzzler Exempt Desc (Where Truck = 1975 NHTSA truck definition),2Dr Pass Vol,2Dr Lugg Vol,4Dr Pass Vol,4Dr Lugg Vol,Htchbk Pass Vol,Htchbk Lugg Vol,Annual Fuel1 Cost - Conventional Fuel,EPA Calculated Annual Fuel Cost - Conventional Fuel -----  Annual fuel cost error. Please revise Verify. ,City2 FE (Guide) - Alternative Fuel,Hwy2 Fuel FE (Guide) - Alternative Fuel,Comb2 Fuel FE (Guide) - Alternative Fuel,City2 Unadj FE - Alternative Fuel,Hwy2 Unadj FE - Alternative Fuel,Comb2 Unadj FE - Alternative Fuel,City2 Unrd Adj FE - Alternative Fuel,Hwy2 Unrd Adj FE - Alternative Fuel,Cmb2 Unrd Adj FE - Alternative Fuel, Range2 - Alt Fuel Model Typ Driving Range - Alternative Fuel, Fuel2 Usage - Alternative Fuel, Fuel2 Usage Desc - Alternative Fuel,Fuel2 Unit - Alternative Fuel,Fuel2 Unit Desc - Alternative Fuel,Fuel2 Annual Fuel Cost - Alternative Fuel,City CO2 Rounded Adjusted - Fuel2,Hwy CO2 Rounded Adjusted - Fuel2,Comb CO2 Rounded Adjusted - Fuel2,Fuel2 EPA Calculated Annual Fuel Cost - Alternative Fuel,Descriptor - Model Type (40 Char or less),Intake Valves Per Cyl,Exhaust Valves Per Cyl,Carline Class,Carline Class Desc,Car/Truck Category - Cash for Clunkers Bill.,Calc Approach Desc,Release Date,EPA FE Label Dataset ID,,Unique Label?,Label Recalc?,Relabel,Relabel Desc,Suppressed?,Police/Emerg?,Comments - Mfr Eng Cnfg,Cyl Deact?,Cyl Deact Desc,Var Valve Timing?,Var Valve Timing Desc,Var Valve Lift?,Var Valve Lift Desc,Energy Storage Device Desc,"Energy Storage Device,If Other",# Batteries,Battery Type Desc,"Battery Type, If Other",Total Voltage for Battery Pack(s),Batt Energy Capacity (Amp-hrs),Batt Specific Energy (Watt-hr/kg),Batt Charger Type Desc,Comments,# Capacitors,Regen Braking Type Desc,"Regen Braking Type, If Other","Regen Braking Wheels Source (Front, Rear, Both)",Driver Cntrl Regen Braking?,Fuel Cell Desc,Usable H2 Fill Capacity (kg),Fuel Cell Onboard H2 Capacity (kg),HEV-EV Comments,# Drive Motor Gen,Motor Gen Type Desc,"Motor Gen Type, If Other",Rated Motor Gen Power (kW),Fuel Metering Type 1 Desc,Fuel Metering Type 2 Desc,Fuel Metering Sys Cd,Fuel Metering Sys Desc,Fuel Cell Vehicle (Y or N),Off Board Charge Capable (Y or N),Camless Valvetrain (Y or N),Oil Viscosity,Stop/Start System (Engine Management System) Code,Stop/Start System (Engine Management System)  Description,Model Type Desc (MFR entered),Charge Depleting Calc Appr Code (PHEV only),Charge Depleting Calc Appr Desc (PHEV only),Charge Sustaining Calc Appr Code (PHEV only),Charge Sustaining Calc Appr Desc (PHEV only),EPA Calculated Annual Fuel Cost,EPA Calculated Gas Guzzler MPG,MFR Calculated Gas Guzzler MPG ,EPA Calculated Gas Guzzler Indicator (Y or N),,FE Rating (1-10 rating on Label),GHG Rating (1-10 rating on Label),GHG 1-10 rating on Ethanol (EPA Determined),#1 Smog Rating Test Group,#1 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 1),#1 EPA Smog Rating (EPA Smog 1-10 Rating on Label for Test Group 1),SmartWay1 (EPA-derived SmartWay rating for Test Group 1),#2 Smog Rating Test Group,#2 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 2),#2 EPA Smog Rating (EPA Smog 1-10 Rating on Label for Test Group 2),SmartWay2 (EPA-derived SmartWay rating for Test Group 2),#3 Smog Rating Test Group,#3 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 3),#3 EPA Smog Rating (EPA Smog 1-10 Rating on Label for Test Group 3),SmartWay3 (EPA-derived SmartWay rating for Test Group 3),#4 Smog Rating Test Group,#4 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 4),#4 EPA Smog Rating (EPA Smog 1-10 Rating on Label for Test Group 4),SmartWay4 (EPA-derived SmartWay rating for Test Group 4),$ You Save over 5 years (amount saved in fuel costs over 5 years - on label) ,$ You Spend over 5 years (increased amount spent in fuel costs over 5 years - on label) ,City CO2 Rounded Adjusted,Hwy CO2 Rounded Adjusted,Comb CO2 Rounded Adjusted (as shown on FE Label),CO2-PHEV Composite Rounded Adjusted Combined CO2,240V Charge Time at 240 volts (hours),120V Charge time at 120 Volts (hours),PHEV Total Driving Range (rounded to nearest 10 miles)DISTANCE,City PHEV Composite MPGe,Hwy PHEV Composite MPGe,Comb PHEV Composite MPGe
2014,Chrysler Group LLC,Dodge,Charger,CRX,59,3.6,6,Auto(A8),19,31,23,23.9000,43.1000,29.8923,18.9925,30.6564,22.9160,,NA,Naturally Aspirated,A,Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,105,16,,,2300,2300,,,,,,,,,,,,,,,,,,,,,2,2,6,Large Cars,car,Derived 5-cycle label,7/29/2013,14688,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W30,N,No,,,,,,,,30.1,,,6,6,,ECRXV03.65P0,6,,,,,,,,,,,,,,,0,,466,290,386,,,,,,,
2014,Chrysler Group LLC,Dodge,Charger,CRX,61,3.6,6,Auto(A8),19,31,23,23.9000,43.1000,29.8923,18.9925,30.6564,22.9160,,NA,Naturally Aspirated,A,Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",85,,439,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,105,16,,,2300,2300,14,23,17,17.3,31.7,21.745,13.9868,22.8022,16.9326,325,E,Ethanol (E85),MPG,miles per gallon,2750,446,274,368,2750,FFV; ,2,2,6,Large Cars,car,Derived 5-cycle label,7/29/2013,14690,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W-30,N,No,,,,,,,,30.1,,,6,6,6,ECRXV03.65PA,6,,,,,,,,,,,,,,,0,,466,290,386,,,,,,,
2014,Chrysler Group LLC,Dodge,Charger,CRX,62,5.7,8,Auto(A5),15,25,18,18.6000,34.2000,23.4040,14.9864,24.5397,18.1695,,NA,Naturally Aspirated,A,Automatic,,5,Y,N,R,"2-Wheel Drive, Rear",10,,,GM,Gasoline (Mid Grade Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,105,16,,,3000,3000,,,,,,,,,,,,,,,,,,,,,1,1,6,Large Cars,car,Derived 5-cycle label,7/29/2013,14433,,N,N,,,N,N,,Y,Solenoids,Y,Cam phasers,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W-20,N,No,,,,,,,,23.6,,,4,4,,ECRXV05.75P0,6,,,,,,,,,,,,,,,,3500,590,361,487,,,,,,,
2014,Chrysler Group LLC,Dodge,Charger AWD,CRX,63,3.6,6,Auto(A8),18,27,21,23.0000,38.1000,27.9923,18.3200,27.2332,21.4842,,NA,Naturally Aspirated,A,Automatic,,8,Y,N,A,All Wheel Drive,10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,105,16,,,2500,2500,,,,,,,,,,,,,,,,,,,,,2,2,6,Large Cars,car,Derived 5-cycle label,7/29/2013,14457,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W30,N,No,,,,,,,,28.2,,,5,5,,ECRXV03.65P0,6,,,,,,,,,,,,,,,,1000,485,326,413,,,,,,,
2014,Chrysler Group LLC,Dodge,Charger AWD,CRX,64,3.6,6,Auto(A8),18,27,21,23.0000,38.1000,27.9923,18.3200,27.2332,21.4842,,NA,Naturally Aspirated,A,Automatic,,8,Y,N,A,All Wheel Drive,85,,401,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,105,16,,,2500,2500,14,20,16,16.8,27.8,20.4394,13.6005,20.0743,15.9093,306,E,Ethanol (E85),MPG,miles per gallon,2900,457,312,392,2900,FFV; ,2,2,6,Large Cars,car,Derived 5-cycle label,7/29/2013,14463,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W-30,N,No,,,,,,,,28.2,,,5,5,6,ECRXV03.65PA,6,,,,,,,,,,,,,,,,1000,485,326,413,,,,,,,
2014,Chrysler Group LLC,Dodge,Charger AWD,CRX,65,5.7,8,Auto(A5),15,23,18,18.1499,32.5997,22.6721,14.6411,23.4285,17.6140,,NA,Naturally Aspirated,A,Automatic,,5,Y,N,A,All Wheel Drive,10,,,GM,Gasoline (Mid Grade Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,105,16,,,3000,3000,,,,,,,,,,,,,,,,,,,,,1,1,6,Large Cars,car,Derived 5-cycle label,7/29/2013,14437,,N,N,,,N,N,,Y,Solenoids,Y,Cam phasers,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W-20,N,No,,,,,,,,22.8,,,4,4,,ECRXV05.75P0,6,,,,,,,,,,,,,,,,3500,606,379,503,,,,,,,
2014,Chrysler Group LLC,Dodge,Charger SRT8,CRX,128,6.4,8,Auto(A5),14,23,17,17.4000,31.8000,21.8531,14.0639,22.8018,16.9945,G,NA,Naturally Aspirated,A,Automatic,,5,Y,N,R,"2-Wheel Drive, Rear",10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,105,16,,,3300,3300,,,,,,,,,,,,,,,,,,,,,1,1,6,Large Cars,car,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,7/29/2013,14704,,N,N,,,N,N,,Y,solenoids,Y,cam phasers,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,0W-40,N,No,,,,,,,,22.0,,,3,3,,ECRXV06.45P0,5,,,,,,,,,,,,,,,,5000,629,389,521,,,,,,,
2014,Ford Motor Company,Ford,C-MAX Hybrid FWD,FMX,431,2.0,4,Auto(AV),42,37,40,57.3000,52.4000,54.9862,41.9092,36.9352,39.5146,,NA,Naturally Aspirated,CVT,Continuously Variable,,1,N,N,F,"2-Wheel Drive, Front",15,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,100,24,,,1300,1300,,,,,,,,,,,,,,,,,,,,"Under EPA regulations, the manufacturer revised the fuel economy label values on . Previous values were XX MPG city, XX MPG highway, and XX MPG combined; ",2,2,6,Large Cars,car,Derived 5-cycle label,5/30/2014,15947,,Y,Y,RL,Relabel - label value decreased,N,N,2014 MY HEV Fusion/MKZ/C-Max,N,NO,Y,Hydraulic actuated Variable Cam Timing,N,NO,Battery(s),,1,Lithium Ion,,280,5.00,33.3,On-Board,,,Electrical Regen Brake,,Front Wheels,N,,,,,1,"DC Permanent Magnet, brushless",,64,,,MFI,Multipoint/sequential fuel injection,N,N,N,"5W-20, 0W-20, GF-5",Y,Yes,,,,,,,,55.3,,,9,9,,EFMXV02.0VZS,7,,,EFMXV02.0VZN,7,,,,,,,,,,,5000,,212,241,225,,,,,,,
2014,Ford Motor Company,Ford,Special Service Police FWD,FMX,450,2.0,4,Auto(A6),20,30,24,25.6000,41.7000,30.9830,20.2543,29.7013,23.6375,,TC,Turbocharged,A,Automatic,,6,Y,N,F,"2-Wheel Drive, Front",15,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,103,17,,,2200,2200,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,6,Large Cars,car,Derived 5-cycle label,11/25/2013,15111,,N,N,,,N,N,,N,,Y,Hydraulic Actuated VCT,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W-30 GF-5,N,No,,,,,,,,31.2,,,6,6,,EFMXV02.0VE7,5,,,,,,,,,,,,,,,500,,436,298,374,,,,,,,
2014,Ford Motor Company,Ford,TAURUS AWD,FMX,325,3.5,6,Auto(S6),17,25,20,21.4000,35.6000,26.0815,17.1167,25.0000,20.0911,,TC,Turbocharged,SA,Semi-Automatic,,6,Y,N,A,All Wheel Drive,15,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,102,20,,,2600,2600,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,6,Large Cars,car,Derived 5-cycle label,6/3/2013,13573,,N,N,,,N,N,3.5L  MKS / Flex / MKT / Explorer / Police Interceptor Utility,N,,Y,"Variable Cam Timing, Hydraulic, computer controlled",N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W30 GF-5,N,No,,,,,,,,26.3,,,5,5,,EFMXV03.5VEP,5,,,,,,,,,,,,,,,,1500,519,356,446,,,,,,,
2014,Ford Motor Company,Ford,TAURUS AWD,FMX,389,3.5,6,Auto(S6),18,26,21,22.7000,36.0000,27.2264,18.0952,25.7855,20.9001,,NA,Naturally Aspirated,SA,Semi-Automatic,,6,Y,N,A,All Wheel Drive,15,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,102,20,,,2500,2500,,,,,,,,,,,,,,,,,,,,,2,2,6,Large Cars,car,Derived 5-cycle label,6/3/2013,13577,,N,N,,,N,N,3.5L TAURUS,N,,Y,"Intake variable CAM timing, hydraulic activated",N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,"5W-20, GF-5",N,No,,,,,,,,27.4,,,5,5,,EFMXV03.7VE8,5,,,,,,,,,,,,,,,,1000,491,345,425,,,,,,,
2014,Ford Motor Company,Ford,TAURUS AWD FFV,FMX,386,3.5,6,Auto(S6),18,26,21,22.7000,36.0000,27.2264,18.0952,25.7855,20.9001,,NA,Naturally Aspirated,SA,Semi-Automatic,,6,Y,N,A,All Wheel Drive,85,,399,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,102,20,,,2500,2500,13,19,15,15.7,26.1,19.1303,12.5152,18.6945,14.702,285,E,Ethanol (E85),MPG,miles per gallon,3100,503,336,428,3100,FFV; ,2,2,6,Large Cars,car,Derived 5-cycle label,6/3/2013,13892,,N,N,,,N,N,,N,,Y,Ti-VCT,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W-20 GF-5,N,No,,,,,,,,27.4,,,5,5,5,EFMXV03.7VEA,5,,,,,,,,,,,,,,,,1000,491,345,425,,,,,,,
2014,Ford Motor Company,Ford,TAURUS FWD,FMX,340,2.0,4,Auto(S6),22,32,26,28.5000,46.6000,34.5365,22.3814,32.0000,26.1802,,TC,Turbocharged,SA,Semi-Automatic,,6,Y,N,F,"2-Wheel Drive, Front",15,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,102,20,,,2000,2000,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,6,Large Cars,car,Derived 5-cycle label,6/3/2013,13713,,N,N,,,N,N,,N,,Y,Hydraulic Actuated VCT,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W-30 GF-5,N,No,,,,,,,,34.8,,,7,7,,EFMXV02.0VE7,5,,,,,,,,,,,,,,,1500,,397,278,344,,,,,,,
2014,Ford Motor Company,Ford,TAURUS FWD,FMX,390,3.5,6,Auto(S6),19,29,23,24.3428,40.2402,29.6061,19.3222,28.7026,22.6538,,NA,Naturally Aspirated,SA,Semi-Automatic,,6,Y,N,F,"2-Wheel Drive, Front",15,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,102,20,,,2300,2300,,,,,,,,,,,,,,,,,,,,,2,2,6,Large Cars,car,Derived 5-cycle label,6/3/2013,13669,,N,N,,,N,N,3.5L FLEX,N,,N,"Intake Variable CAM Timing, hydraulic acxtivated",N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,"5W-20, GF-5",N,No,,,,,,,,29.8,,,6,6,,EFMXV03.7VE8,5,,,,,,,,,,,,,,,0,,460,310,392,,,,,,,
2014,Ford Motor Company,Ford,TAURUS FWD FFV,FMX,385,3.5,6,Auto(S6),19,29,23,24.3428,40.2402,29.6061,19.3222,28.7026,22.6538,,NA,Naturally Aspirated,SA,Semi-Automatic,,6,Y,N,F,"2-Wheel Drive, Front",85,,437,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,102,20,,,2300,2300,13,21,16,17.0067,29.1445,20.929,13.4992,20.7882,16.0282,304,E,Ethanol (E85),MPG,miles per gallon,2900,466,303,393,2900,FFV; ,2,2,6,Large Cars,car,Derived 5-cycle label,6/3/2013,13678,,N,N,,,N,N,,N,,Y,Ti-VCT,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W-20 GF-5,N,No,,,,,,,,29.8,,,6,6,6,EFMXV03.7VEA,5,,,,,,,,,,,,,,,0,,460,310,392,,,,,,,
2014,Hyundai,HYUNDAI MOTOR COMPANY,AZERA,HYX,22,3.3,6,Auto(A6),19,29,23,24.4737,39.9527,29.6416,19.4196,28.5056,22.6715,,NA,Naturally Aspirated,A,Automatic,,6,Y,N,F,"2-Wheel Drive, Front",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,106,16,,,2300,2300,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,6,Large Cars,car,Derived 5-cycle label,10/23/2013,15070,,N,N,,,N,N,,N,,Y,APPLY VVT,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W30 ACEA A5,N,No,,,,,,,,29.9,,,6,6,,EHYXV03.31LE,5,,,,,,,,,,,,,,,0,,456,311,391,,,,,,,
2014,Hyundai,HYUNDAI MOTOR COMPANY,EQUUS,HYX,1,5.0,8,Auto(A8),15,23,18,18.5000,32.0000,22.8351,14.9098,23.0111,17.7166,,NA,Naturally Aspirated,A,Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",15,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,111,16,,,3100,3100,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,6,Large Cars,car,Derived 5-cycle label,4/20/2013,14811,,N,N,,,N,N,,N,,Y,APPLY VVT,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W-20 GF4,N,No,,,,,,,,23.0,,,4,4,,EHYXV05.01SE,5,,,,,,,,,,,,,,,,4000,597,387,502,,,,,,,
2014,Hyundai,HYUNDAI MOTOR COMPANY,Genesis,HYX,23,3.8,6,Auto(A8),18,27,21,22.8000,38.0000,27.8049,18.1702,27.1644,21.3515,,NA,Naturally Aspirated,A,Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,109,16,,,2500,2500,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,6,Large Cars,car,Derived 5-cycle label,10/10/2013,15071,,N,N,,,N,N,,N,,Y,APPLY VVT,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W30 ACEA A5,N,No,,,,,,,,28.0,,,5,5,,EHYXV03.81PE,5,,,,,,,,,,,,,,,,1000,482,323,411,,,,,,,
2014,Hyundai,HYUNDAI MOTOR COMPANY,Genesis R Spec,HYX,24,5.0,8,Auto(A8),15,23,18,18.5000,32.0000,22.8351,14.9098,23.0111,17.7166,,NA,Naturally Aspirated,A,Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,109,16,,,3100,3100,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,6,Large Cars,car,Derived 5-cycle label,10/10/2013,15072,,N,N,,,N,N,,N,,Y,APPLY CVVT,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W20 GF4,N,No,,,,,,,,23.0,,,4,4,,EHYXV05.01RE,5,,,,,,,,,,,,,,,,4000,589,381,495,,,,,,,
2014,Hyundai,HYUNDAI MOTOR COMPANY,SONATA,HYX,2,2.0,4,Auto(A6),21,32,25,26.2771,44.3814,32.1852,20.7538,31.5283,24.5254,,TC,Turbocharged,A,Automatic,,6,Y,N,F,"2-Wheel Drive, Front",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,104,16,,,2100,2100,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,6,Large Cars,car,Derived 5-cycle label,9/30/2013,14982,,N,N,,,N,N,,N,,Y,Apply VVT,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W-30 ACEA A5,N,No,,,,,,,,32.4,,,6,6,,EHYXV02.01HE,5,,,,,,,,,,,,,,,1000,,423,278,358,,,,,,,
2014,Hyundai,HYUNDAI MOTOR COMPANY,SONATA,HYX,3,2.4,4,Auto(A6),24,35,28,30.4211,48.7859,36.6253,23.7731,34.5087,27.6430,,NA,Naturally Aspirated,A,Automatic,,6,Y,N,F,"2-Wheel Drive, Front",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,104,16,,,1900,1900,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,6,Large Cars,car,Derived 5-cycle label,9/23/2013,14943,,N,N,,,N,N,,N,,Y,APPLY VVT,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W-20 GF4,N,No,,,,,,,,36.9,,,7,7,,EHYXV02.42JP,9,,,EHYXV02.41JE,5,,,,,,,,,,,2000,,373,257,321,,,,,,,
2014,Jaguar Land Rover L,Jaguar,XJ,JLX,352,5.0,8,Auto(S8),15,23,18,18.4000,32.0000,22.7512,14.8331,23.0111,17.6570,,SC,Supercharged,SA,Semi-Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,102,18,,,3100,3100,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,6,Large Cars,car,Derived 5-cycle label,7/31/2013,14510,,Y,N,,,N,N,Supercharged engine. Power limited to 550HP by electronic throttle map.,N,,Y,VVT on inlet & exhaust. Electronic control.,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,N,N,N,5W20 GF4,Y,Yes,XJR,,,,,,,22.9,,,4,4,,EJLXV05.0FAM,5,,,,,,,,,,,,,,,,4000,599,387,504,,,,,,,
2014,Jaguar Land Rover L,Jaguar,XJ AWD,JLX,355,3.0,6,Auto(S8),16,24,19,20.0000,34.1000,24.5721,16.0555,24.4704,18.9949,,SC,Supercharged,SA,Semi-Automatic,,8,Y,N,A,All Wheel Drive,10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,102,18,,,2950,2950,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,6,Large Cars,car,Derived 5-cycle label,7/31/2013,14485,,Y,N,,,N,N,,N,,Y,VVT on inlet & exhaust. Electronic control.,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,N,N,N,5W20 GF4,Y,Yes,XJ AWD,,,,,,,24.8,,,4,4,,EJLXV03.0FSM,5,,,,,,,,,,,,,,,,3250,553,364,468,,,,,,,
2014,Jaguar Land Rover L,Jaguar,XJ FFV,JLX,360,3.0,6,Auto(S8),18,27,21,22.5000,37.9000,27.5347,17.9451,27.0956,21.1609,,SC,Supercharged,SA,Semi-Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",85,,443,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,102,18,,,2700,2700,12,19,14,14.7,26.2,18.3182,11.9667,18.9491,14.3454,295,E,Ethanol (E85),MPG,miles per gallon,3300,532,333,442,3300,SIDI; FFV; ,2,2,6,Large Cars,car,Derived 5-cycle label,8/28/2013,14870,,Y,N,,,N,N,,N,,Y,VVT on inlet & exhaust. Electronic control.,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,N,N,N,5W20 GF4,Y,Yes,XJ 3.0 FFV,,,,,,,27.7,,,5,5,5,EJLXV03.0FSF,5,,,,,,,,,,,,,,,,2000,497,329,421,,,,,,,
2014,Jaguar Land Rover L,Jaguar,XJ FFV,JLX,358,5.0,8,Auto(S8),15,23,18,18.4000,32.0000,22.7512,14.8331,23.0111,17.6570,,SC,Supercharged,SA,Semi-Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",85,,380,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,102,18,,,3100,3100,11,17,13,14,23.8,17.1841,11.4181,17.2545,13.4681,274,E,Ethanol (E85),MPG,miles per gallon,3600,556,366,471,3600,SIDI; FFV; ,2,2,6,Large Cars,car,Derived 5-cycle label,8/28/2013,14867,,Y,N,,,N,N,Intermediate Power Supercharged engine. Power limited to 510HP by electronic throttle map.,N,,Y,VVT on inlet & exhaust. Electronic control.,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,N,N,N,5W20 GF4,Y,Yes,Jaguar XJ Supercharged FFV,,,,,,,22.9,,,4,4,4,EJLXV05.0FAF,5,,,,,,,,,,,,,,,,4000,599,387,504,,,,,,,
